Customer_ID,Purchase_Date,Product_Category,Amount,City,Payment_Method
C0015,2026-06-02,Sports,1534.45,Mumbai,UPI
C0161,2026-06-03,Beauty,2175.88,Pune,UPI
C0030,2026-06-04,Sports,595.16,Bengaluru,Cash
C0146,2026-06-04,Home,469.21,Pune,Credit Card
C0131,2026-06-05,Clothing,4008.35,Bengaluru,UPI
C0069,2026-06-05,Clothing,1000.91,Aurangabad,UPI
C0146,2026-06-05,Electronics,3207.86,Thane,Cash
C0194,2026-06-05,Sports,1574.78,Bengaluru,Credit Card
C0126,2026-06-05,Electronics,2196.29,Thane,Credit Card
C0072,2026-06-06,Sports,2883.52,Pune,UPI
C0159,2026-06-07,Home,2805.79,Nagpur,Credit Card
C0130,2026-06-08,Beauty,2544.27,Nashik,Credit Card
C0042,2026-06-08,Beauty,4099.08,Nashik,Credit Card
C0151,2026-06-08,Home,1647.01,Delhi,Credit Card
C0001,2026-06-08,Clothing,4720.37,Nagpur,Credit Card
C0046,2026-06-08,Home,3828.06,Thane,Credit Card
C0090,2026-06-09,Beauty,1768.75,Bengaluru,Credit Card
C0048,2026-06-10,Sports,1349.68,Delhi,Credit Card
C0111,2026-06-10,Clothing,1760.61,Nashik,UPI
C0152,2026-06-10,Sports,1517.55,Delhi,Net Banking
C0033,2026-06-10,Electronics,2815.29,Thane,UPI
C0039,2026-06-11,Electronics,6210.85,Nashik,Credit Card
C0168,2026-06-11,Beauty,3150.63,Pune,UPI
C0144,2026-06-11,Beauty,1413.91,Thane,UPI
C0003,2026-06-13,Beauty,2561.86,Aurangabad,UPI
C0194,2026-06-14,Clothing,1172.29,Delhi,Net Banking
C0090,2026-06-16,Home,2387.54,Thane,Net Banking
C0192,2026-06-16,Beauty,1371.03,Delhi,Net Banking
C0064,2026-06-16,Clothing,3903.46,Mumbai,Credit Card
C0168,2026-06-19,Sports,2264.54,Thane,Net Banking
C0007,2026-06-20,Electronics,3003.16,Pune,Debit Card
C0190,2026-06-21,Beauty,3313.89,Nashik,UPI
C0067,2026-06-21,Beauty,1339.68,Aurangabad,Credit Card
C0190,2026-06-21,Clothing,333.35,Thane,Credit Card
C0117,2026-06-21,Electronics,4644.76,Thane,Debit Card
C0187,2026-06-22,Electronics,4843.05,Mumbai,UPI
C0053,2026-06-22,Beauty,2011.06,Pune,UPI
C0175,2026-06-22,Beauty,2922.1,Bengaluru,UPI
C0122,2026-06-23,Home,6635.28,Nagpur,Credit Card
C0117,2026-06-23,Clothing,1848.18,Pune,UPI
C0130,2026-06-23,Home,2659.23,Nagpur,Credit Card
C0179,2026-06-25,Electronics,2418.76,Pune,Net Banking
C0002,2026-06-27,Clothing,3236.08,Bengaluru,UPI
C0036,2026-06-28,Clothing,2701.94,Nagpur,UPI
C0063,2026-06-30,Electronics,3563.87,Pune,Credit Card
C0104,2026-07-01,Sports,1389.31,Pune,Debit Card
C0008,2026-07-02,Beauty,3665.44,Pune,Cash
C0038,2026-07-02,Electronics,928.95,Pune,UPI
C0011,2026-07-02,Home,2767.22,Bengaluru,Debit Card
C0102,2026-07-03,Electronics,1623.88,Nashik,UPI
C0018,2026-07-04,Beauty,1566.61,Bengaluru,Net Banking
C0188,2026-07-04,Sports,1169.78,Mumbai,UPI
C0027,2026-07-04,Sports,492.25,Delhi,Debit Card
C0163,2026-07-04,Beauty,3391.4,Mumbai,Credit Card
C0141,2026-07-05,Sports,1142.85,Delhi,UPI
C0148,2026-07-06,Home,1079.57,Bengaluru,Net Banking
C0010,2026-07-06,Home,3430.86,Nagpur,Credit Card
C0091,2026-07-07,Sports,787.26,Pune,UPI
C0117,2026-07-07,Electronics,2004.28,Mumbai,UPI
C0011,2026-07-07,Home,124.89,Thane,Debit Card
C0180,2026-07-08,Clothing,1856.87,Pune,UPI
C0009,2026-07-08,Home,3138.93,Nagpur,Credit Card
C0034,2026-07-10,Beauty,3109.77,Nashik,UPI
C0065,2026-07-11,Beauty,2587.04,Aurangabad,UPI
C0033,2026-07-11,Clothing,2258.09,Pune,UPI
C0142,2026-07-12,Electronics,1828.6,Aurangabad,Debit Card
C0141,2026-07-12,Clothing,717.09,Nagpur,UPI
C0013,2026-07-13,Clothing,5302.48,Nagpur,Debit Card
C0135,2026-07-13,Electronics,1740.2,Thane,Credit Card
C0012,2026-07-15,Home,2510.76,Mumbai,Debit Card
C0009,2026-07-16,Electronics,2777.44,Delhi,UPI
C0191,2026-07-16,Electronics,577.17,Bengaluru,Credit Card
C0092,2026-07-18,Clothing,5577.79,Bengaluru,Net Banking
C0028,2026-07-18,Home,2005.44,Delhi,UPI
C0185,2026-07-21,Home,1036.68,Mumbai,UPI
C0134,2026-07-21,Electronics,749.11,Delhi,UPI
C0069,2026-07-22,Home,1147.4,Mumbai,Credit Card
C0116,2026-07-23,Home,5058.2,Delhi,UPI
C0141,2026-07-24,Sports,1971.45,Aurangabad,Cash
C0057,2026-07-24,Sports,2637.74,Mumbai,Debit Card
C0163,2026-07-25,Home,1393.82,Nagpur,Net Banking
C0058,2026-07-25,Electronics,2129.33,Delhi,UPI
C0114,2026-07-25,Beauty,661.58,Nashik,Credit Card
C0178,2026-07-25,Home,1981.07,Bengaluru,UPI
C0021,2026-07-26,Home,1618.68,Pune,Debit Card
C0054,2026-07-26,Sports,3304.98,Nagpur,UPI
C0089,2026-07-27,Clothing,1641.04,Thane,UPI
C0049,2026-07-28,Beauty,1033.37,Mumbai,Net Banking
C0095,2026-07-28,Home,2376.62,Mumbai,UPI
C0144,2026-07-29,Clothing,1755.67,Pune,Net Banking
C0154,2026-07-29,Home,1874.67,Mumbai,Debit Card
C0183,2026-07-29,Beauty,1458.47,Bengaluru,UPI
C0128,2026-07-29,Home,3886.04,Nashik,UPI
C0001,2026-07-30,Clothing,1192.84,Aurangabad,Credit Card
C0021,2026-07-30,Home,996.77,Mumbai,UPI
C0005,2026-07-31,Beauty,1909.77,Nashik,Debit Card
